ID,donorName,donorEmail,donorPhone,city,amount,currencyCode,donationDate,cause,campaign,donor_ID
5836ba40-ff71-4acb-b1a2-c66ee3823fac,Deborah Morgan,deborah.morgan@outlook.com,(650) 529-6411,Virginia Beach,978,USD,2025-09-16,Animal Welfare,Virginia Beach Animal Welfare Campaign,552ad023-2d36-41cf-831a-7ae34d75ece0
15e766e6-e8a8-45b0-867e-9f9aa55caac2,Deborah Morgan,deborah.morgan@outlook.com,(650) 529-6411,Fort Worth,880,USD,2025-03-27,International Aid,International Aid Relief for Fort Worth,552ad023-2d36-41cf-831a-7ae34d75ece0
09046fc5-354c-453e-bba2-9e76419f230e,Lee Family Foundation,lee.family.foundation213@outlook.com,(510) 982-8185,El Paso,989,USD,2025-07-27,Arts & Culture,Emergency Arts & Culture Foundation,c76d1c08-bfbf-46a0-b0ab-f3d9d9e7c9f8
4acbf2ad-7992-4168-aac9-14ab67674c16,Lee Family Foundation,lee.family.foundation213@outlook.com,(510) 982-8185,New Orleans,764,USD,2025-05-20,Disaster Relief,Emergency Fund for New Orleans Disaster Relief,c76d1c08-bfbf-46a0-b0ab-f3d9d9e7c9f8
f454e54c-f73a-4ba3-ba0d-0af37f29a88c,Lee Family Foundation,lee.family.foundation213@outlook.com,(510) 982-8185,Miami,386,USD,2025-07-15,Disaster Relief,Disaster Relief Relief for Miami,c76d1c08-bfbf-46a0-b0ab-f3d9d9e7c9f8
e91b33e8-847f-43f8-bd56-1441f0c89acf,Lee Family Foundation,lee.family.foundation213@outlook.com,(510) 982-8185,Memphis,1929,USD,2025-06-24,Healthcare,Restore Memphis Healthcare,c76d1c08-bfbf-46a0-b0ab-f3d9d9e7c9f8
8a81615b-853b-44d1-b0a5-fba7c109b15d,Lee Family Foundation,lee.family.foundation213@outlook.com,(510) 982-8185,Miami,1102,USD,2025-08-21,Disaster Relief,Disaster Relief Relief for Miami,c76d1c08-bfbf-46a0-b0ab-f3d9d9e7c9f8
8244d85a-6426-462b-ab05-c462adb4b8f3,Timothy Parker,timothy.parker289@hotmail.com,(617) 752-7556,Milwaukee,1275,USD,2025-10-10,Housing,Milwaukee Housing Fund,aec6f2b1-6eb7-4fda-9b62-019215a7d4a3
98014141-6a2d-48e1-a2e7-aabc460aaf4c,Timothy Parker,timothy.parker289@hotmail.com,(617) 752-7556,San Francisco,636,USD,2024-02-03,Arts & Culture,San Francisco Community Arts & Culture Foundation,aec6f2b1-6eb7-4fda-9b62-019215a7d4a3
63c0bfbf-8ea7-45e2-bc1b-239f5ca0d1d0,Timothy Parker,timothy.parker289@hotmail.com,(617) 752-7556,Jacksonville,1886,USD,2025-05-01,Research & Development,Support Local Jacksonville Research & Development,aec6f2b1-6eb7-4fda-9b62-019215a7d4a3
62d91f2f-7f15-4bc3-973c-e7c643c5ea4e,Cooper Educational Foundation,cooper.educational.foundation@icloud.com,(510) 526-4348,Milwaukee,247,USD,2025-10-02,Housing,Milwaukee Housing Fund,97d4bbfa-7658-4daa-8a95-322ea7a96f17
49c5d6bc-74a0-499b-8554-307e07690b46,Cooper Educational Foundation,cooper.educational.foundation@icloud.com,(510) 526-4348,Fort Worth,377,USD,2025-04-07,International Aid,International Aid Relief for Fort Worth,97d4bbfa-7658-4daa-8a95-322ea7a96f17
f605ef2e-e356-4e94-b0ff-90ce3460c231,Cooper Educational Foundation,cooper.educational.foundation@icloud.com,(510) 526-4348,Miami,1776,USD,2025-09-05,Disaster Relief,Disaster Relief Relief for Miami,97d4bbfa-7658-4daa-8a95-322ea7a96f17
d6afaea2-67b1-4ab1-97d9-d33b1a5aaa62,Cooper Educational Foundation,cooper.educational.foundation@icloud.com,(510) 526-4348,Cleveland,1751,USD,2025-11-17,Poverty Alleviation,Poverty Alleviation Relief for Cleveland,97d4bbfa-7658-4daa-8a95-322ea7a96f17
28e213b3-3f40-4e87-b38d-247457b72a6a,Justin Collins,justin.collins177@gmail.com,(310) 826-5891,San Jose,891,USD,2025-07-27,Education,Annual Education Relief Effort,0b6b5369-c539-41ad-a444-50b1a7bca2fb
4b92d462-7579-4989-b625-a0add6c41f3f,Justin Collins,justin.collins177@gmail.com,(310) 826-5891,Portland,191,USD,2025-09-09,Education,Portland Education Program,0b6b5369-c539-41ad-a444-50b1a7bca2fb
9c3444b1-7256-44f8-9f06-3215f40dd6a7,Justin Collins,justin.collins177@gmail.com,(310) 826-5891,Denver,481,USD,2025-10-23,Animal Welfare,Denver Animal Welfare Program,0b6b5369-c539-41ad-a444-50b1a7bca2fb
b9a0d8a0-2df5-42ad-b9a3-64dd770d0e4b,Justin Collins,justin.collins177@gmail.com,(310) 826-5891,San Diego,1990,USD,2025-08-21,Food Security,Future of Food Security Relief Effort,0b6b5369-c539-41ad-a444-50b1a7bca2fb
9fcd8e45-6573-42cf-ad88-70f3f988dea9,Justin Collins,justin.collins177@gmail.com,(310) 826-5891,Memphis,595,USD,2025-05-20,Healthcare,Restore Memphis Healthcare,0b6b5369-c539-41ad-a444-50b1a7bca2fb
9f9335f9-cd36-4176-b273-6c85dc072b9f,Sharon Walker,sharon.walker@yahoo.com,(404) 603-7100,Austin,234,USD,2025-09-13,Housing,Housing Relief for Austin,fee8f1fd-7ce4-4f1d-b0cf-69da244a6aba
4434056c-68cc-4083-a09e-3d24aabc0484,Sharon Walker,sharon.walker@yahoo.com,(404) 603-7100,Indianapolis,1871,USD,2024-12-01,Animal Welfare,Indianapolis Community Animal Welfare Program,fee8f1fd-7ce4-4f1d-b0cf-69da244a6aba
52d98650-255d-4418-b8cf-7891a6010c3b,Sharon Walker,sharon.walker@yahoo.com,(404) 603-7100,El Paso,879,USD,2024-07-30,Arts & Culture,Arts & Culture Relief for El Paso,fee8f1fd-7ce4-4f1d-b0cf-69da244a6aba
31b71dc2-7376-4bfc-ada9-c298eddbc83f,Sharon Walker,sharon.walker@yahoo.com,(404) 603-7100,Milwaukee,1816,USD,2025-05-11,Youth Development,Milwaukee Community Youth Development Support Network,fee8f1fd-7ce4-4f1d-b0cf-69da244a6aba
aad16b8d-e533-4e9c-b25a-1b71b2b72781,Sharon Walker,sharon.walker@yahoo.com,(404) 603-7100,Milwaukee,808,USD,2025-07-18,Youth Development,Milwaukee Community Youth Development Support Network,fee8f1fd-7ce4-4f1d-b0cf-69da244a6aba
f419cc38-0873-46e5-954d-755e6c89b147,Timothy Lewis,timothy.lewis@aol.com,(305) 415-4753,El Paso,584,USD,2025-01-19,Community Development,Community Development Relief for El Paso,463f8dd9-f781-49b4-884f-a0965fd448fb
f2a291ef-b00e-42f7-8a81-4dde7178a167,Timothy Lewis,timothy.lewis@aol.com,(305) 415-4753,Seattle,227,USD,2025-01-21,Youth Development,Future of Seattle Youth Development,463f8dd9-f781-49b4-884f-a0965fd448fb
936a56eb-fb8d-45b3-9866-da17dbbf5818,Timothy Lewis,timothy.lewis@aol.com,(305) 415-4753,El Paso,959,USD,2025-01-10,Arts & Culture,Arts & Culture Relief for El Paso,463f8dd9-f781-49b4-884f-a0965fd448fb
